,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
404,11721,Blue Cross & Blue Shield of Mississippi,MS,No,356245.91,807922,294532457,235891350,364.5555598,291.9729256,0.44094097,72.58263421,73.02357518,Blue Cross & Blue Shield of Mississippi,MS,No,27685.38,816408,293142109,242961856,359.063249,297.5985733,0.033911206,61.46467575,61.49858696,Blue Cross Blue Shield of Mississippi,MS,No,-241806.75,871515,325971359,270821025,374.0283977,310.7474054,-0.277455638,63.2809923,63.00353666
359,18628,Aetna Health Inc. (a FL corp.),FL,No,389940.41,883049,352932902.3,252382480.2,399.6753321,285.8080131,0.441584114,113.8673189,114.308903,Aetna Health Inc. (a FL corp.),FL,No,5437975.83,824836,338486293.2,257940397,410.3679922,312.7171911,6.592796423,97.65080113,104.2435976,Aetna Health Inc. (a FL corp.),FL,No,6118081.67,545041,245642163.3,182475409.6,450.6856609,334.7920791,11.22499348,115.8935818,127.1185752
398,37160,Blue Cross Blue Shield of North Dakota,ND,Yes,309402.76,662969,250599456,205532582,377.9957374,310.01839,0.466692651,67.97734736,68.44404001,Blue Cross Blue Shield of North Dakota,ND,Yes,22846.4,623553,250612258,205187345,401.9101151,329.0615954,0.036639067,72.84851969,72.88515876,Blue Cross Blue Shield of North Dakota,ND,Yes,788699.06,599004,248411347.2,206417547.7,414.7073262,344.6012843,1.316684129,70.10604186,71.42272599
25,20173,HealthPartners Insurance Company,WI,No,31748.61,65686,26564000,22792000,404.4088542,346.9841367,0.483339068,57.4247176,57.90805666,HealthPartners Insurance Company,WI,No,-228049.85,40963,17481000,16050000,426.7509704,391.8170056,-5.567215536,34.9339648,29.36674926,HealthPartners Insurance Company,WI,No,-49142.54,26621,11920000,7828000,447.7668006,294.0535667,-1.846006536,153.7132339,151.8672274
452,75293,USAble Mutual Insurance Company,AR,Yes,381417.67,788859,248804438,200741058,315.3978569,254.4701372,0.483505506,60.92771966,61.41122516,Arkansas Blue Cross and Blue Shield,AR,Yes,1078908.44,801647,267635950.8,209858412,333.8576091,261.7840671,1.345864751,72.0735421,73.41940685,USAble Mutual Insurance Company,AR,Yes,1799059.63,555833,197464611,159829913.3,355.2588835,287.5502413,3.236690931,67.70864216,70.94533309
447,46944,Blue Cross and Blue Shield of Alabama,AL,Yes,1551403.36,3172685,1159220522,1013332161,365.3752333,319.3926157,0.488987517,45.98261756,46.47160508,Blue Cross and Blue Shield of Alabama,AL,Yes,1891994.1,2748598,1037985643,925380722,377.6418534,336.6737231,0.688348787,40.9681303,41.65647908,Blue Cross and Blue Shield of Alabama,AL,Yes,2294842.22,2537700,1022653135,874543227,402.9842515,344.6204149,0.904300043,58.36383654,59.26813659
186,70767,Aetna Life Insurance Company,MD,No,85307.78,146753,52361895.56,42526426.3,356.8028971,289.7823302,0.581301779,67.02056694,67.60186872,Aetna Life Insurance Company,MD,No,-2554392.85,78583,33311518.96,20337274.29,423.9023575,258.7999222,-32.50566726,165.1024353,132.596768,Aetna Life Insurance Company,MD,No,-904266.78,66459,28812320.57,20489243.93,433.5352709,308.2990104,-13.60638559,125.2362606,111.629875
431,44240,Coventry Health and Life,MO,No,308569.39,469773,149817811,125627997.1,318.9153293,267.4227704,0.656847861,51.49255896,52.14940682,Coventry Health and Life,MO,No,-233857.65,360569,135294271,120260674.2,375.2243565,333.5302652,-0.648579467,41.69409128,41.04551182,Coventry Health and Life,MO,No,-25221.44,280485,109196040.3,90662031.21,389.3115151,323.2330827,-0.089920816,66.07843232,65.98851151
264,13953,"Horizon Healthcare of New Jersey, Inc.",NJ,Yes,97615.72,144872,49137474,51665080,339.1785438,356.625711,0.673806671,-17.44716715,-16.77336048,Horizon HMO,NJ,Yes,3193510.84,30059,19315806,16087590,642.596427,535.2004391,106.2414199,107.3959879,213.6374078,"Horizon Healthcare of New Jersey, Inc.",NJ,Yes,3260175.89,20075,14139712,13656595,704.3443088,680.2787049,162.3997953,24.06560399,186.4653993
148,11082,Aetna Life Insurance Company,AK,No,22831.39,33718,18451185.84,14293033.38,547.2206489,423.8992046,0.677127647,123.3214443,123.998572,Aetna Life Insurance Company,AK,No,557129.08,21271,12664923.58,9197791.2,595.4080006,432.4099102,26.19195524,162.9980904,189.1900456,Aetna Life Insurance Company,AK,No,-1188058.34,28604,14697821.94,13785490.28,513.8379926,481.9427451,-41.53469235,31.89524752,-9.639444833
29,42204,All Savers Insurance Company,FL,No,31520.79,43780,14036252.26,11037975.22,320.6087771,252.1236916,0.719981498,68.48508543,69.20506693,All Savers Insurance Company,FL,No,-125918.62,30287,10891339.04,7372690.47,359.6044191,243.4275587,-4.157513785,116.1768604,112.0193466,All Savers Insurance Company,FL,No,-130253.39,21397,8367131.73,5675976.63,391.042283,265.2697402,-6.087460392,125.7725429,119.6850825
407,18558,"Blue Cross and Blue Shield of Kansas, Inc.",KS,Yes,1056774.58,1305258,396049027,350507168,303.4258568,268.5347786,0.809628886,34.89107824,35.70070712,"Blue Cross and Blue Shield of Kansas, Inc.",KS,Yes,1209308.94,1169721,369766846,346674858,316.1154207,296.3739712,1.033843917,19.74144946,20.77529337,"Blue Cross and Blue Shield of Kansas, Inc",KS,Yes,-649337.25,1056686,383543605,356433968,362.9683794,337.313041,-0.614503504,25.65533848,25.04083498
265,38927,Aetna Health of Utah Inc.,UT,No,347136.03,419799,104899001.7,86285936.76,249.8791129,205.5410727,0.826910093,44.3380402,45.1649503,Altius Health Plans Inc.,UT,No,-991146.89,275220,81004477.21,66444572,294.3262743,241.4234867,-3.601289478,52.90278762,49.30149815,Altius Health Plans Inc.,UT,No,-1421968.44,140672,41447925.15,29683122.18,294.6423251,211.0094559,-10.10839712,83.63286916,73.52447203
461,97560,"UnitedHealthcare of Mississippi, Inc.",MS,No,48741.1,58427,19045919.75,14551917.65,325.9780538,249.0615238,0.834222192,76.91653003,77.75075222,"United Healthcare of Mississippi, Inc.",MS,No,451573.88,49646,17176875.17,13258745.3,345.987092,267.0657314,9.095876405,78.92136063,88.01723704,"UnitedHealthcare of Mississippi, Inc.",MS,No,-171305.95,41245,14910653.08,11162245.47,361.5141976,270.6326941,-4.153374955,90.88150345,86.7281285
272,10091,PacificSource Health Plans,OR,Yes,359543.94,427433,162918488,133741053,381.155615,312.8936067,0.841170289,68.26200831,69.1031786,Pacific Source Health Plans,OR,Yes,-263011.36,289647,110114305,92050052.78,380.1672553,317.8008154,-0.908041029,62.36643991,61.45839888,PacificSource Health Plans,OR,Yes,2650866.63,217910,86692150,79045444.86,397.8346565,362.7435403,12.1649609,35.09111624,47.25607714
27,43861,"UnitedHealthcare of Washington, Inc.",WA,No,7283.57,8509,2880694.83,1904061.99,338.5468128,223.7703596,0.855984252,114.7764532,115.6324374,"United Healthcare of Washington, Inc.",WA,No,137027.09,10065,3726161.69,2921098.01,370.2098053,290.2233492,13.61421659,79.98645604,93.60067263,"UnitedHealthcare of Washington, Inc.",WA,No,-654964.49,14133,4568288.42,4962807.54,323.2355777,351.1503248,-46.34292012,-27.91474705,-74.25766716
369,51485,Health Net Life Insurance Company,AZ,No,335791.07,373703,112293780,99353625,300.4893726,265.8625299,0.89855064,34.62684271,35.52539335,Health Net Life Insurance Company,AZ,No,7584973.03,346823,118681253,117182463,342.1954513,337.8739674,21.86986743,4.321483869,26.19135129,Health Net Life Insurance Company,AZ,No,6396214.81,234437,103033321.8,87534460.06,439.4925792,373.381591,27.28329918,66.1109882,93.39428738
466,13262,"HMO Partners, Inc.",AR,Yes,210345,233627,69239147.46,53748220.85,296.3662054,230.059971,0.900345422,66.30623434,67.20657976,"HMO Partners, Inc.",AR,Yes,681450.22,228567,72271125,58152950.37,316.1922981,254.4240873,2.981402477,61.76821077,64.74961324,USAble Mutual Insurance Company,AR,Yes,-32736.62,177934,59497851,48434137.19,334.3815741,272.2028235,-0.183981813,62.1787506,61.99476879
62,88678,UnitedHealthcare Insurance Company,IA,No,111696.1,123325,44678798.84,33244215.25,362.2850099,269.5659051,0.90570525,92.71910472,93.62480997,United Healthcare Insurance Company,IA,No,-608397.92,121353,45713695.39,32282775.33,376.7001672,266.0237104,-5.013455951,110.6764568,105.6630008,UnitedHealthcare Insurance Company,IA,No,-1265065.53,98843,39161252.99,27840465.7,396.1965237,281.6635037,-12.79873668,114.5330199,101.7342833
454,36096,Blue Cross Blue Shield of Illinois,IL,Yes,4303605.47,4156218,1810385289,1473745015,435.5847766,354.5879968,1.03546192,80.99677976,82.03224168,Blue Cross Blue Shield of Illinois,IL,Yes,10877027.26,4030984,1819321509,1492642242,451.3343414,370.2922765,2.698355354,81.04206492,83.74042027,Blue Cross Blue Shield of Illinois,IL,Yes,6244224.14,4399041,2054919160,1684733762,467.1288947,382.9775085,1.419451226,84.15138618,85.5708374
55,80180,"UnitedHealthcare of Wisconsin, Inc.",WI,No,260942.05,236775,89365729.74,70006497.98,377.4289082,295.6667637,1.102067575,81.76214448,82.86421206,"United Healthcare of Wisconsin, Inc.",WI,No,-535453.6,221085,86182495.84,58528963.03,389.8161152,264.7351156,-2.421935455,125.0809997,122.6590642,"UnitedHealthcare of Wisconsin, Inc.",WI,No,-307479.88,192177,80550191.64,56847911.68,419.145848,295.8101733,-1.599982724,123.3356747,121.735692
234,31195,Sanford Health Plan,SD,Yes,26954.59,24326,10113048,8745672.86,415.7300008,359.5195618,1.108056812,56.21043904,57.31849585,Sanford Health Plan,SD,Yes,225580.45,30143,14325417,13096822,475.2485486,434.4896659,7.483676144,40.75888266,48.2425588,Sanford Health Plan,SD,Yes,820064.68,28365,13255768.92,12223837.44,467.3283596,430.947909,28.91114684,36.38045056,65.29159739
416,61589,"Blue Cross of Idaho Health Service, Inc.",ID,Yes,557788.36,476090,140918473.7,118581951.9,295.9912489,249.0746537,1.171602764,46.91659518,48.08819795,"Blue Cross of Idaho Health Service, Inc.",ID,Yes,2750572.03,499500,160160285.2,129954058.9,320.6412116,260.1682861,5.506650711,60.47292553,65.97957624,Blue Cross of Idaho,ID,Yes,3125581.67,431058,155007812,118607749.5,359.5985041,275.1549664,7.250953862,84.44353776,91.69449162
423,88380,"HealthKeepers, Inc.",VA,No,899569.67,693806,261893533.7,191723121.3,377.4737228,276.3353463,1.296572342,101.1383764,102.4349488,"Health Keepers, Inc.",VA,No,-2356689.22,598828,246210569,170831061.4,411.1540693,285.2756742,-3.935502715,125.8783951,121.9428924,"HealthKeepers, Inc(Anthem BCBS)",VA,No,765174.64,705645,292118583.9,224842099,413.9738592,318.6334474,1.084362023,95.34041182,96.42477385
0,92708,Federated Mutual Insurance Company,WI,No,59805.56,45264,19228924.25,18609778.42,424.8171671,411.1386183,1.321261046,13.67854874,14.99980978,Federated Mutual Insurance Company,WI,No,678006.47,41785,18394386.08,18100039.14,440.2150552,433.1707345,16.22607323,7.044320689,23.27039392,Federated Mutual Insurance Company,WI,No,-346329.03,31163,15490701.65,11874847.9,497.0863412,381.0559927,-11.11346886,116.0303485,104.9168796
281,73836,"Moda Health Plan, Inc.",AK,No,24371,17725,9544365,7698574,538.4691114,434.3342172,1.374950635,104.1348942,105.5098449,"Moda Health Plan, Inc.",AK,No,-683234.43,26851,15752997,17436392,586.6819485,649.3758892,-25.4453998,-62.69394064,-88.13934043,Moda Health Plan Inc,AK,No,-2026261.96,39766,24954358.92,23844555.54,627.5300236,599.6216753,-50.95463361,27.90834834,-23.04628527
336,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,No,396272.46,262202,77285130.5,72185033.07,294.7541609,275.3031368,1.511325085,19.45102413,20.96234922,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,No,3892116.41,144350,54125923.73,39535339.65,374.9631017,273.8852764,26.96305099,101.0778253,128.0408763,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,No,4529549.04,117670,47283484.41,49852502.15,401.8312604,423.6636539,38.49366058,-21.83239347,16.6612671
312,29241,Priority Health Insurance Company (PHIC),MI,Yes,267097.25,175745,72145049,52003450,410.5098239,295.9028706,1.519799994,114.6069533,116.1267533,Priority Health Insurance Company (PHIC),MI,Yes,124208.68,144552,63915006,47376897,442.1592645,327.7498547,0.859266423,114.4094098,115.2686762,Priority Health,MI,Yes,1298105.46,157168,68969175,52689110,438.8245381,335.2406979,8.259349613,103.5838402,111.8431898
18,52744,"Presbyterian Insurance Company, Inc.",NM,No,211847.75,131858,46802191,32840316.36,354.9438866,249.0582017,1.606635547,105.8856849,107.4923205,Presbyterian Insurance Company,NM,No,-818490.89,125357,48481491,36528934,386.7473775,291.3992358,-6.529279498,95.34814171,88.81886221,Presbyterian Insurance Company,NM,No,-3330860.38,135687,57336289,54455040,422.5628763,401.3283513,-24.54811721,21.23452505,-3.313592164
424,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,No,2304375.99,1401272,535752414.2,399974320.3,382.3329191,285.4366035,1.644488715,96.89631556,98.54080428,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,No,2806937.56,1292437,518466265,385348498.4,401.1539944,298.1565046,2.171817706,102.9974897,105.1693074,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,No,1830323.65,688675,310137797.7,232630628.7,450.3398522,337.7945021,2.657746615,112.5453501,115.2030967
421,86545,Anthem Health Plans Inc. (Anthem BCBS),CT,No,1456630.51,882121,500253256.3,396965704.6,567.1027629,450.0127586,1.651281978,117.0900043,118.7412863,Anthem Health Plans Inc.(Anthem BCBS),CT,No,25341838.53,464639,279284385.1,220107191.5,601.0782244,473.716566,54.54092,127.3616584,181.9025784,Anthem Health Plans Inc(Anthem BCBS),CT,No,14278900.63,458553,260466006.4,210874696.6,568.0172333,459.8698441,31.13904092,108.1473893,139.2864302
376,81974,Wisconsin Physicians Svc Insurance Corp,WI,Yes,391472.58,231523,111812520,94350080,482.9434657,407.5192529,1.690858273,75.42421271,77.11507099,Wisconsin Physicians Svc Insurance Corp,WI,Yes,183981.2,226782,114628661,92994451.55,505.4574922,410.0609905,0.811268972,95.39650171,96.20777068,Wisconsin Physicians Svc Insurance Corp - WI,WI,Yes,3586360.55,141045,82285827,72556347,583.4012336,514.4198447,25.42706618,68.98138892,94.4084551
115,69443,UnitedHealthcare Insurance Company,TN,No,441221.96,257791,108197599,75636921.19,419.7105368,293.4040412,1.711549123,126.3064956,128.0180447,United Healthcare Insurance Company,TN,No,1962995.16,219298,94969112.95,68736410.58,433.0596401,313.4383833,8.951267955,119.6212568,128.5725247,UnitedHealthcare Insurance Company,TN,No,14454.67,208715,92905282.79,65039950.93,445.1298795,311.620875,0.06925554,133.5090044,133.57826
100,81392,UnitedHealthcare Insurance Company,AR,No,387592.55,219225,78368658.29,54901181.19,357.4804803,250.4330309,1.768012544,107.0474494,108.815462,United Healthcare Insurance Company,AR,No,9059.95,194778,70145789.94,50297245.48,360.1319961,258.2285755,0.046514237,101.9034206,101.9499348,UnitedHealthcare Insurance Company,AR,No,-633751.37,162694,58916064.32,45445904.46,362.1280706,279.333623,-3.895357973,82.79444761,78.89908964
460,33602,Blue Cross Blue Shield of Texas,TX,Yes,16110806.25,8623746,3309250143,2748819823,383.736968,318.7500911,1.868191184,64.98687693,66.85506812,Blue Cross Blue Shield of Texas,TX,Yes,11386899.21,8594675,3524528890,2986069060,410.0828583,347.4324579,1.324878394,62.65040039,63.97527879,Blue Cross Blue Shield of Texas,TX,Yes,40787445.1,6530077,2920989303,2485096807,447.3131485,380.5616392,6.246089457,66.75150936,72.99759882
434,29276,Community Insurance Company(Anthem BCBS),OH,No,7243843.64,3825043,1389907533,1048724858,363.3704335,274.1733513,1.893794041,89.19708223,91.09087627,Community Insurance Company(Anthem BCBS),OH,No,14407578.76,3304314,1261285980,967469845.3,381.7088751,292.7899241,4.360232944,88.91895101,93.27918396,Community Insurance Company(Anthem BCBS),OH,No,18149090.71,2937225,1252909430,989114291,426.5622926,336.7512843,6.178992318,89.81100835,95.99000067
87,11593,HPHC Insurance Company Inc.,ME,No,347234.34,179483,62117462,54221916.66,346.0910615,302.1005703,1.934636372,43.99049124,45.92512762,HPHC Insurance Company Inc.,ME,No,2498771.66,154215,59625991.43,49023606.27,386.6419702,317.8912964,16.20316869,68.7506738,84.95384249,HPHC Insurance Company Inc.,ME,No,2126973.99,109969,44935374.39,36529078.36,408.6185597,332.1761438,19.34157799,76.44241586,95.78399385
455,16842,Blue Cross and Blue Shield of Florida,FL,No,4537166.63,2327073,987076548,733942944,424.1708567,315.3931759,1.949731113,108.7776808,110.7274119,Blue Cross and Blue Shield of Florida,FL,No,8102147.17,2084681,942537879.4,682992521,452.125711,327.6244764,3.886516532,124.5012347,128.3877512,Blue Cross Blue Shield of FL Inc.,FL,No,24467625,1913642,909033595.2,651656918.6,475.028033,340.5323036,12.78589464,134.4957294,147.281624
260,23603,PacificSource Health Plans,MT,Yes,285047.68,143109,42874204,40874094.2,299.5912486,285.6151199,1.991822178,13.97612869,15.96795086,Pacific Source Health Plans,MT,Yes,-1744039.87,109024,38078814,34834188.74,349.2700139,319.5093625,-15.99684354,29.76065142,13.76380788,PacificSource Health Plans,MT,Yes,30184.01,87348,32842335.6,27740832.74,375.9941338,317.5897873,0.345560402,58.40434652,58.74990692
292,66083,"Humana Health Plan of Ohio, Inc.",OH,No,683165.75,337804,116475319.6,85240225.98,344.8014813,252.3363429,2.022373181,92.46513842,94.4875116,"Humana Health Plan of Ohio, Inc.",OH,No,-2483141.65,337779,127457467.1,94774318.63,377.3398201,280.5808491,-7.3513796,96.75897101,89.40759141,"Humana Health Plan of Ohio, Inc.",OH,No,-3325716.01,282163,116584831.6,85382389.43,413.1825633,302.5995238,-11.78650642,110.5830395,98.79653307
366,55957,"First Priority Life Insurance Company, Inc.",PA,No,1050494.99,500708,191051185,159069061.2,381.5620781,317.6882758,2.098019185,63.8738023,65.97182148,"First Priority Life Insurance Company, Inc.",PA,No,-305360.64,468163,190117149,163666391,406.0917864,349.5927508,-0.652252826,56.49903559,55.84678277,First Priority Life Insurance Company,PA,No,3259788.02,429620,187430496,163015215,436.2704157,379.4404706,7.5876077,56.82994507,64.41755277
215,25896,Wellmark Health Plan of Iowa,IA,No,501033.39,227104,81361387,63096985,358.2560721,277.8329972,2.206184788,80.42307489,82.62925968,Wellmark Health Plan of Iowa,IA,No,-1170299.82,253629,85953212,80823214,338.8934704,318.6670846,-4.614219273,20.22638578,15.61216651,"Wellmark Health Plan of Iowa, Inc",IA,No,-3821568.7,292119,103937196,91114133,355.8042989,311.907589,-13.08223258,43.8967099,30.81447732
133,16322,"UPMC Health Options, Inc.",PA,No,3575646.12,1607798,518145766,500987872.1,322.2704382,311.5987656,2.223939898,10.67167262,12.89561252,"UPMC Health Options, Inc.",PA,No,5913428.11,1517618,546001670,502596043.4,359.775431,331.1742767,3.896519486,28.60115431,32.4976738,UPMC Health Options,PA,No,12239314.33,1436131,537174565.7,496663255.4,374.0428733,345.8342278,8.522421931,28.20864552,36.73106745
166,68398,"UnitedHealthcare of Florida, Inc.",FL,No,1650597.6,709422,274204859.4,205078644.9,386.5186862,289.0784962,2.326679466,97.44019004,99.76686951,"United Healthcare of Florida, Inc.",FL,No,-4380861.24,753362,306398942.3,231587987.8,406.7087832,307.4059852,-5.815081249,99.30279799,93.48771674,"UnitedHealthcare of Florida, Inc.",FL,No,-6990459.62,859545,366481663.4,269475236.6,426.367047,313.5091666,-8.132744208,112.8578804,104.7251362
451,91661,"Horizon Healthcare Services, Inc.",NJ,Yes,10604745.48,4342240,1582415869,1222265335,364.4238616,281.482676,2.442229237,82.94118566,85.38341489,"Horizon Healthcare Services, Inc.",NJ,Yes,36636642.31,3205623,1437034843,1130510854,448.2856665,352.6649434,11.42886806,95.62072302,107.0495911,"Horizon Healthcare Services, Inc.",NJ,Yes,26681850.74,2849028,1402688404,1113722615,492.3392834,390.9131869,9.365246933,101.4260965,110.7913435
156,69842,UnitedHealthcare Insurance Company,LA,No,511621.86,205255,83265864.06,57069631.68,405.6703323,278.0425894,2.492615819,127.627743,130.1203588,United Healthcare Insurance Company,LA,No,-301664.16,204666,80130390.9,59202736.85,391.5178432,289.2651288,-1.473933922,102.2527144,100.7787805,UnitedHealthcare Insurance Company,LA,No,-1019726.31,225268,84467583.1,62445102.28,374.9648556,277.2036076,-4.526725101,97.76124802,93.23452292
