,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
431,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,104173592.8,67492960.02,13529304.35,2056894,2504910,595126565.1,647127004.9,289.332637,314.6136869,32.81304725,-25.28104987,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,79301872.92,84043000.54,11876518.15,1553522,2089156,627863417.5,680168155.8,404.1548285,437.8233175,54.09836522,-33.66848896,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,45860204.98,117279775.3,27642465.18,1363121,2130923,609751133.1,678988028.2,447.319888,498.1128074,86.03768506,-50.79291941
432,35783,"Humana Medical Plan, Inc.",FL,119899412.3,-80860989.32,-6552473.44,1990616,764794,614620857.2,646221477.6,308.7591264,324.6339212,-40.62108881,-15.87479474,"Humana Medical Plan, Inc.",FL,136834264.8,-135056370.8,-11511826.07,3470273,851617,1188746061,1144224614,342.5511656,329.7217867,-38.91808247,12.82937884,"Humana Medical Plan, Inc.",FL,73556881.87,-1588085.51,-8475356.54,2637265,556617,1022259090,1117504369,387.6209217,423.7360936,-0.602171382,-36.11517197
433,33709,Highmark Inc.,PA,97340297.04,-44238595.47,-4503418.41,2556433,74636,629234955.1,808307387,246.1378628,316.1856333,-17.30481318,-70.04777043,Highmark Inc.,PA,106807043.5,-46784130.23,-7096865.07,2659756,286085,792882593,1082562250,298.1035076,407.0156247,-17.58963237,-108.9121171,Highmark Inc.,PA,8120535.88,-3929579.78,-2657961.99,552745,247667,167251940,185011072,302.5842658,334.7132439,-7.109209093,-32.1289781
434,46944,Blue Cross and Blue Shield of Alabama,AL,97314734.65,993113.39,1551403.36,2190059,3172685,631740397,695885393,288.4581635,317.7473269,0.453464217,-29.28916344,Blue Cross and Blue Shield of Alabama,AL,96845673.52,13434646.95,1891994.1,2535110,2748598,803165836,1033752425,316.8169571,407.7741893,5.299433535,-90.95723223,Blue Cross and Blue Shield of Alabama,AL,48065429.7,24939398.79,2294842.22,2156818,2537700,846364917,973600832,392.4136932,451.406114,11.56305205,-58.99242078
435,57451,"Coventry Health Care of Florida, Inc.",FL,63556095.78,-160958367.1,90797.9,2194518,229598,632137574.4,505332831.5,288.0530369,230.2705339,-73.34565818,57.78250299,"Coventry Health Care of Florida, Inc.",FL,56919893.68,-110567546,973155.25,2827355,128894,798433547.1,727386476.9,282.3959309,257.2674733,-39.10635417,25.12845759,"Coventry Health Care of Florida, Inc.",FL,28788522.6,-112203006.2,-13019.42,2554014,66394,866170700,721852379.9,339.1409366,282.6344648,-43.93202473,56.50647181
436,14002,BlueCross BlueShield of Tennessee,TN,116386840.7,-1824896.38,6557826.76,2515002,2621780,638213294,816101770,253.7625394,324.4934875,-0.725604345,-70.73094813,BlueCross BlueShield of Tennessee,TN,125248680,22571330.93,5242633.55,2916902,2375943,856845692,1134323885,293.7519642,388.8796693,7.738117678,-95.12770501,BlueCross BlueShield of Tennessee,TN,67460123.57,40053163.35,6915643.83,2648394,2184913,983115944,1143858370,371.2121172,431.9064195,15.12356672,-60.69430228
437,67138,"Health Net of California, Inc.",CA,48731305.15,-100186993.9,-3718209.96,2002237,2156540,653074515,476139478,326.1724336,237.8037555,-50.03752997,88.36867813,"Health Net of California, Inc.",CA,41900195.93,-125635855.9,-9525637.47,2736915,1788573,895993865,681419303,327.3736543,248.9734986,-45.90418625,78.40015565,"Health Net of California, Inc.",CA,24670172.12,-53862013.99,-41807057.69,2083374,1456517,732748701.6,608224981.5,351.7125113,291.9422924,-25.85326206,59.77021893
438,91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,10604745.48,1725900,4342240,695259495,554523604,402.8388058,321.2953265,-5.525446451,81.54347934,"Horizon Healthcare Services, Inc.",NJ,85563520.22,-62882998.27,36636642.31,2105500,3205623,938578431,702371782,445.7746051,333.5890677,-29.86606425,112.1855374,"Horizon Healthcare Services, Inc.",NJ,50155766.06,-84325185.2,26681850.74,2466929,2849028,1150123086,966427849,466.2165332,391.7534104,-34.18225056,74.46312277
439,75293,USAble Mutual Insurance Company,AR,64727145.97,14435474.74,381417.67,2575654,788859,726204889.8,808308852.6,281.9497067,313.8266447,5.604586152,-31.87693797,Arkansas Blue Cross and Blue Shield,AR,64811130.09,8441174.73,1078908.44,3088102,801647,942571978.7,1148724126,305.2269578,371.9838678,2.733450751,-66.75691,USAble Mutual Insurance Company,AR,37164216.31,-1661548.73,1799059.63,3252818,555833,1119572863,1346911505,344.1855225,414.0752741,-0.510802858,-69.88975159
440,93332,"Humana Employers Health Plan of Georgia, Inc.",GA,194926953.8,64808.72,-6158.42,2871577,1208242,816862196.8,1037291728,284.4646676,361.227203,0.022569034,-76.76253543,"Humana Employers Health Plan of Georgia, Inc.",GA,213566269.9,68541368.02,-2579052.1,3442073,1307376,1157687890,1574761849,336.3344967,457.503908,19.9128165,-121.1694113,"Humana Employers Health Plan of Georgia, Inc.",GA,91484441.32,143941804.7,-6580193.74,2245359,1059874,895686097.9,1304791602,398.9055193,581.1060067,64.10636549,-182.2004874
441,36096,Blue Cross Blue Shield of Illinois,IL,277754457.9,-10823647.68,4303605.47,5537415,4156218,1644254990,1902696433,296.9354816,343.607339,-1.954639065,-46.67185736,Blue Cross Blue Shield of Illinois,IL,283514429,23056950.67,10877027.26,6478135,4030984,2068327690,2620797653,319.278263,404.5605183,3.559195767,-85.28225531,Blue Cross Blue Shield of Illinois,IL,108205116.6,36348043.52,6244224.14,4887859,4399041,1823781516,1870843246,373.1248213,382.7531126,7.436393628,-9.628291242
442,16842,Blue Cross and Blue Shield of Florida,FL,265367761.3,221628751.9,4537166.63,5946938,2327073,1964556922,2007392657,330.3476381,337.5506281,37.26770851,-7.202990009,Blue Cross and Blue Shield of Florida,FL,203698387.5,368933330.5,8102147.17,6204216,2084681,2399215803,2407327473,386.7073298,388.0147746,59.46493973,-1.307444808,Blue Cross Blue Shield of FL Inc.,FL,126761966.5,464434259.9,24467625,7012969,1913642,2855099437,3072017634,407.1170765,438.0480841,66.22505531,-30.93100754
443,11512,Blue Cross and Blue Shield of NC,NC,263657626.5,21858789.45,9263138.01,6260187,2352381,2015642630,2231132906,321.9780224,356.4003609,3.491715096,-34.4223385,Blue Cross and Blue Shield of NC,NC,222234005.6,67566338.19,15759733.78,6595736,1960188,2458601688,2480964788,372.7562304,376.1467694,10.24394218,-3.390538979,Blue Cross Blue Shield of North Carolina,NC,94120592.05,150165052.9,20320343.9,5019015,1792683,2240222009,2208536078,446.3469444,440.0337672,29.91922776,6.313177187
444,70285,CA Physician's Service dba Blue Shield of CA,CA,363050264.5,135212707.6,13755875.29,5746687,1599976,2103117282,1938962494,365.9703899,337.4052726,23.52881018,28.56511726,CA Physician's Service dba Blue Shield of CA,CA,282147399.1,181516599,19822043.9,6984408,2367193,2658951422,2638243806,380.6981811,377.7333463,25.98883098,2.964834815,CA Physician's Service dba Blue Shield of CA,CA,200597192.9,265442825.1,105943814.6,8342490,5418248,3331546180,3407583852,399.3467394,408.461245,31.8181772,-9.114505621
445,40513,"Kaiser Foundation Health Plan, Inc.",CA,240031290.8,98811448.39,-6119361.66,5935591,7801104,2273510519,2044153218,383.030185,344.3891633,16.64728051,38.64102176,"Kaiser Foundation Health Plan, Inc.",CA,193662847,-82078859.73,-86677086.3,7551901,8079938,2864002080,2536678058,379.2425351,335.8992733,-10.86863556,43.34326178,"Kaiser Foundation Health Plan, Inc.",CA,99483995.87,-182807948.2,-254946663.8,7386281,9839547,2899936689,2664433592,392.6112057,360.7273528,-24.74966065,31.88385292
446,27603,Blue Cross of California(Anthem BC),CA,401126393.3,-181692588,23364909.92,6902480,4307547,2473401722,2027689771,358.3352247,293.7624986,-26.32279818,64.57272618,Blue Cross of California (Anthem BC),CA,324481782.2,-26380560.05,98210694.17,7358067,3947887,2764613657,2568707977,375.7255346,349.1009224,-3.585256841,26.62461214,Blue Cross of California(Anthem BC),CA,210252593.5,49496966.88,216503893.6,7425788,4829405,2934404826,2952584864,395.1640992,397.6123294,6.665550764,-2.448230141
447,33602,Blue Cross Blue Shield of Texas,TX,549029026.7,-17907614.72,16110806.25,9694097,8623746,2675523465,3198174148,275.99512,329.9094437,-1.847270016,-53.91432363,Blue Cross Blue Shield of Texas,TX,636984705,38571557.86,11386899.21,11485974,8594675,3682739521,4792483100,320.6292754,417.2465565,3.358144278,-96.61728113,Blue Cross Blue Shield of Texas,TX,135693228.9,59463978.57,40787445.1,7787815,6530077,2648723458,2656789701,340.1112453,341.1469971,7.635515041,-1.035751748
